Id,UserId,Name,Date,Class,TagBased
40,69,Supporter,2010-11-13T01:15:32.273,3,False
41,83,Autobiographer,2010-11-13T01:50:32.220,3,False
42,7,Autobiographer,2010-11-13T15:05:32.093,3,False
43,84,Student,2010-11-13T19:45:32.647,3,False
44,45,Student,2010-11-13T20:10:32.663,3,False
45,84,Supporter,2010-11-13T20:10:32.773,3,False
46,133,Autobiographer,2010-11-14T00:20:38.027,3,False
47,45,Teacher,2010-11-14T01:00:38.147,3,False
48,4,Teacher,2010-11-14T18:05:38.103,3,False
49,34,Supporter,2010-11-14T22:55:42.127,3,False
50,146,Supporter,2010-11-15T12:05:42.067,3,False
51,151,Supporter,2010-11-16T09:50:44.993,3,False
52,151,Critic,2010-11-16T09:50:45.027,3,False
53,33,Commentator,2010-11-17T12:55:47.070,3,False
54,33,Student,2010-11-17T14:15:49.170,3,False
55,57,Supporter,2010-11-17T14:15:49.297,3,False
56,57,Autobiographer,2010-11-17T14:15:49.310,3,False
57,157,Autobiographer,2010-11-18T13:35:50.260,3,False
58,163,Supporter,2010-11-18T20:46:12.193,3,False
59,163,Autobiographer,2010-11-18T20:46:12.240,3,False
60,8,Autobiographer,2010-11-18T21:51:12.050,3,False
61,181,Autobiographer,2010-11-18T21:56:12.200,3,False
63,191,Autobiographer,2010-11-18T22:36:12.243,3,False
64,42,Autobiographer,2010-11-18T22:56:12.063,3,False
65,217,Supporter,2010-11-19T01:11:12.033,3,False
66,236,Supporter,2010-11-19T04:41:12.267,3,False
67,237,Autobiographer,2010-11-19T05:21:12.093,3,False
68,241,Autobiographer,2010-11-19T08:21:12.057,3,False
69,56,Supporter,2010-11-19T08:26:12.050,3,False
70,158,Supporter,2010-11-19T09:21:12.043,3,False
71,276,Supporter,2010-11-19T10:11:12.043,3,False
72,33,Tumbleweed,2010-11-19T13:51:12.310,3,False
74,321,Autobiographer,2010-11-19T16:31:17.103,3,False
75,299,Autobiographer,2010-11-19T18:06:17.110,3,False
76,309,Autobiographer,2010-11-19T18:36:17.103,3,False
77,377,Autobiographer,2010-11-19T22:41:17.693,3,False
78,379,Autobiographer,2010-11-19T22:56:17.233,3,False
79,382,Autobiographer,2010-11-20T00:41:17.120,3,False
81,396,Autobiographer,2010-11-20T14:31:17.287,3,False
82,45,Editor,2010-11-20T14:56:22.263,3,False
84,411,Autobiographer,2010-11-20T23:21:22.110,3,False
85,414,Supporter,2010-11-21T01:01:22.047,3,False
86,215,Autobiographer,2010-11-22T08:06:22.320,3,False
87,22,Supporter,2010-11-22T09:06:22.277,3,False
88,248,Autobiographer,2010-11-22T13:21:22.113,3,False
89,396,Critic,2010-11-22T19:41:23.063,3,False
90,396,Supporter,2010-11-22T20:46:23.073,3,False
91,422,Autobiographer,2010-11-22T21:21:23.030,3,False
92,33,Critic,2010-11-22T22:36:23.030,3,False
93,21,Supporter,2010-11-22T23:51:23.370,3,False
94,21,Student,2010-11-23T00:06:23.223,3,False
95,238,Autobiographer,2010-11-23T00:46:22.973,3,False
96,56,Organizer,2010-11-23T01:16:23.043,3,False
97,217,Student,2010-11-23T19:56:41.047,3,False
98,396,Editor,2010-11-23T22:01:41.173,3,False
99,21,Scholar,2010-11-24T01:31:41.020,3,False
100,431,Teacher,2010-11-24T03:06:41.310,3,False
101,156,Supporter,2010-11-24T03:06:41.500,3,False
102,156,Critic,2010-11-24T03:06:41.530,3,False
103,396,Student,2010-11-24T07:56:41.060,3,False
104,21,Teacher,2010-11-24T12:11:49.323,3,False
105,271,Supporter,2010-11-25T08:06:49.163,3,False
106,250,Autobiographer,2010-11-25T09:21:54.933,3,False
107,485,Autobiographer,2010-11-25T17:16:55.100,3,False
108,294,Autobiographer,2010-11-25T21:21:54.980,3,False
109,289,Autobiographer,2010-11-26T12:57:05.990,3,False
110,86,Autobiographer,2010-11-28T04:27:14.030,3,False
112,241,Student,2010-11-28T14:57:14.043,3,False
113,396,Teacher,2010-11-28T15:07:13.907,3,False
114,241,Supporter,2010-11-29T10:22:20.273,3,False
115,241,Scholar,2010-11-29T10:22:20.320,3,False
116,294,Supporter,2010-11-29T18:12:35.993,3,False
117,294,Editor,2010-11-29T18:27:36.177,3,False
118,485,Teacher,2010-11-30T07:12:36.070,3,False
119,294,Student,2010-11-30T12:37:41.937,3,False
120,294,Teacher,2010-11-30T14:32:42.057,3,False
121,34,Student,2010-11-30T14:37:42.300,3,False
122,76,Teacher,2010-11-30T22:22:41.953,3,False
123,76,Editor,2010-11-30T22:57:42.240,3,False
124,426,Supporter,2010-12-01T00:22:42.010,3,False
128,23,Autobiographer,2010-12-01T15:32:51.020,3,False
129,426,Autobiographer,2010-12-02T02:37:53.120,3,False
130,294,Scholar,2010-12-02T03:07:53.113,3,False
131,485,Supporter,2010-12-02T20:02:53.247,3,False
132,37,Teacher,2010-12-02T21:22:55.507,3,False
133,396,Commentator,2010-12-03T13:28:02.013,3,False
134,469,Autobiographer,2010-12-03T13:38:02.110,3,False
136,504,Autobiographer,2010-12-05T13:18:12.450,3,False
137,11,Supporter,2010-12-05T16:58:31.100,3,False
138,485,Critic,2010-12-05T20:18:31.037,3,False
139,396,Scholar,2010-12-06T04:33:31.130,3,False
140,294,Critic,2010-12-06T12:38:31.073,3,False
141,504,Supporter,2010-12-06T17:23:36.327,3,False
142,504,Scholar,2010-12-06T17:23:36.390,3,False
143,434,Supporter,2010-12-06T23:48:36.173,3,False
144,434,Autobiographer,2010-12-06T23:48:36.207,3,False
145,504,Student,2010-12-07T04:43:36.017,3,False
148,485,Commentator,2010-12-07T23:08:45.107,3,False
149,618,Autobiographer,2010-12-08T01:43:44.943,3,False
150,628,Autobiographer,2010-12-09T03:22:48.060,3,False
151,633,Autobiographer,2010-12-09T08:43:07.060,3,False
152,217,Teacher,2010-12-09T09:08:07.030,3,False
153,33,Organizer,2010-12-09T10:38:07.010,3,False
154,485,Editor,2010-12-09T13:13:06.990,3,False
155,618,Supporter,2010-12-09T14:48:07.043,3,False
156,665,Supporter,2010-12-11T23:28:14.103,3,False
157,716,Autobiographer,2010-12-15T03:33:27.037,3,False
158,190,Autobiographer,2010-12-15T07:13:27.077,3,False
159,76,Student,2010-12-15T20:53:41.947,3,False
160,28,Autobiographer,2010-12-15T23:38:41.977,3,False
161,476,Supporter,2010-12-16T03:41:44.367,3,False
162,749,Autobiographer,2010-12-16T19:52:04.987,3,False
163,788,Autobiographer,2010-12-20T16:59:39.153,3,False
164,230,Autobiographer,2010-12-20T20:24:39.037,3,False
165,453,Organizer,2010-12-21T03:04:39.130,3,False
166,453,Supporter,2010-12-21T03:04:39.207,3,False
167,667,Autobiographer,2010-12-24T08:24:51.207,3,False
168,29,Autobiographer,2010-12-24T09:49:51.040,3,False
169,794,Autobiographer,2010-12-24T18:39:51.200,3,False
170,125,Supporter,2010-12-27T11:35:13.883,3,False
171,125,Teacher,2010-12-27T19:30:14.223,3,False
172,788,Supporter,2010-12-27T19:30:14.320,3,False
173,788,Student,2010-12-27T21:15:14.133,3,False
174,453,Editor,2010-12-28T00:35:14.257,3,False
175,453,Teacher,2010-12-28T07:35:16.083,3,False
176,665,Critic,2011-01-01T11:25:24.120,3,False
177,665,Student,2011-01-01T17:06:07.813,3,False
178,726,Supporter,2011-01-02T22:18:27.867,3,False
179,908,Autobiographer,2011-01-02T23:03:28.193,3,False
180,667,Supporter,2011-01-03T09:03:28.133,3,False
181,726,Teacher,2011-01-03T10:53:28.043,3,False
182,914,Autobiographer,2011-01-03T19:43:43.207,3,False
183,920,Autobiographer,2011-01-03T22:28:43.173,3,False
184,57,Student,2011-01-03T23:13:43.257,3,False
185,943,Autobiographer,2011-01-05T01:03:43.180,3,False
186,953,Supporter,2011-01-05T17:13:43.203,3,False
187,62,Nice Answer,2011-01-05T17:23:43.393,3,False
188,62,Enlightened,2011-01-05T17:43:43.480,2,False
189,953,Student,2011-01-06T00:43:43.203,3,False
190,953,Editor,2011-01-06T03:33:43.350,3,False
191,953,Scholar,2011-01-06T13:23:45.257,3,False
192,953,Teacher,2011-01-06T16:58:44.913,3,False
193,635,Autobiographer,2011-01-06T17:48:45.867,3,False
194,935,Autobiographer,2011-01-07T12:08:45.297,3,False
195,965,Autobiographer,2011-01-07T14:58:45.193,3,False
196,788,Scholar,2011-01-07T19:23:50.307,3,False
197,971,Student,2011-01-07T20:53:50.063,3,False
198,971,Supporter,2011-01-08T00:33:50.190,3,False
199,968,Supporter,2011-01-08T01:23:50.177,3,False
200,968,Autobiographer,2011-01-08T01:23:50.207,3,False
201,980,Autobiographer,2011-01-08T23:43:49.830,3,False
202,176,Autobiographer,2011-01-09T21:33:51.197,3,False
203,44,Supporter,2011-01-10T03:33:51.183,3,False
204,485,Organizer,2011-01-10T12:23:51.037,3,False
205,57,Scholar,2011-01-10T19:28:55.287,3,False
206,997,Autobiographer,2011-01-10T21:23:54.830,3,False
207,271,Student,2011-01-10T23:38:55.193,3,False
208,414,Teacher,2011-01-11T07:38:55.153,3,False
209,977,Autobiographer,2011-01-11T09:08:55.260,3,False
210,918,Supporter,2011-01-11T09:13:55.380,3,False
211,56,Student,2011-01-11T09:18:55.263,3,False
212,953,Self-Learner,2011-01-11T09:18:55.543,3,False
213,90,Supporter,2011-01-11T17:43:58.117,3,False
214,90,Autobiographer,2011-01-11T17:43:58.133,3,False
215,971,Scholar,2011-01-12T02:38:58.220,3,False
216,37,Editor,2011-01-12T15:03:58.147,3,False
217,485,Student,2011-01-12T15:38:58.183,3,False
218,411,Enthusiast,2011-01-13T01:23:58.443,2,False
219,658,Autobiographer,2011-01-14T12:28:58.320,3,False
220,208,Supporter,2011-01-14T17:33:58.197,3,False
221,1084,Autobiographer,2011-01-15T10:18:58.813,3,False
222,485,Scholar,2011-01-15T16:19:49.903,3,False
223,44,Student,2011-01-16T05:54:50.373,3,False
224,556,Student,2011-01-16T13:34:50.267,3,False
225,453,Student,2011-01-16T19:49:50.493,3,False
227,971,Teacher,2011-01-17T13:14:50.473,3,False
228,1104,Autobiographer,2011-01-17T21:44:50.313,3,False
229,453,Scholar,2011-01-20T05:11:13.450,3,False
230,65,Autobiographer,2011-01-20T05:46:15.993,3,False
231,557,Autobiographer,2011-01-20T15:17:07.310,3,False
232,213,Autobiographer,2011-01-20T17:27:07.120,3,False
233,919,Autobiographer,2011-01-20T20:22:09.060,3,False
234,453,Commentator,2011-01-21T01:12:09.140,3,False
235,1051,Teacher,2011-01-21T09:22:09.450,3,False
236,1164,Autobiographer,2011-01-21T15:47:09.290,3,False
237,618,Student,2011-01-28T10:08:00.010,3,False
238,618,Editor,2011-01-28T16:38:01.460,3,False
239,28,Supporter,2011-01-30T16:48:08.153,3,False
241,44,Cleanup,2011-01-31T15:18:32.457,3,False
242,1168,Autobiographer,2011-01-31T18:13:33.010,3,False
243,1282,Autobiographer,2011-02-01T15:28:41.180,3,False
244,1276,Supporter,2011-02-02T03:53:46.437,3,False
245,953,Commentator,2011-02-02T20:43:53.267,3,False
246,848,Autobiographer,2011-02-02T21:23:53.357,3,False
247,1306,Autobiographer,2011-02-04T05:06:33.673,3,False
248,33,Citizen Patrol,2011-02-10T04:47:38.513,3,False
250,485,Citizen Patrol,2011-02-10T04:47:38.543,3,False
251,1369,Autobiographer,2011-02-10T19:17:52.093,3,False
252,1125,Autobiographer,2011-02-10T22:42:54.750,3,False
253,1378,Supporter,2011-02-10T23:47:52.277,3,False
254,1396,Supporter,2011-02-12T02:08:00.597,3,False
255,1228,Autobiographer,2011-02-12T04:38:15.990,3,False
256,1378,Teacher,2011-02-12T09:43:27.083,3,False
257,1394,Autobiographer,2011-02-12T11:13:27.333,3,False
258,1365,Teacher,2011-02-13T09:53:30.130,3,False
260,1347,Supporter,2011-02-15T03:38:50.063,3,False
261,1347,Autobiographer,2011-02-15T03:38:50.080,3,False
262,1319,Autobiographer,2011-02-16T11:08:58.217,3,False
263,836,Autobiographer,2011-02-17T15:19:02.493,3,False
264,767,Autobiographer,2011-02-19T04:39:37.107,3,False
265,701,Autobiographer,2011-02-19T09:34:37.853,3,False
266,943,Supporter,2011-02-20T18:04:44.123,3,False
267,1457,Autobiographer,2011-02-20T21:04:43.973,3,False
268,1398,Supporter,2011-02-20T22:54:43.853,3,False
269,1398,Autobiographer,2011-02-20T22:54:43.867,3,False
270,953,Nice Question,2011-02-20T22:54:44.023,3,False
271,1451,Autobiographer,2011-02-20T23:04:43.887,3,False
272,741,Autobiographer,2011-02-21T00:55:06.947,3,False
273,1463,Autobiographer,2011-02-21T01:20:15.293,3,False
274,56,Scholar,2011-02-21T02:25:24.837,3,False
275,911,Autobiographer,2011-02-21T04:00:35.440,3,False
276,143,Autobiographer,2011-02-21T13:40:37.210,3,False
277,1477,Autobiographer,2011-02-21T22:10:36.910,3,False
278,1477,Supporter,2011-02-22T12:41:16.820,3,False
279,618,Scholar,2011-02-22T21:41:18.037,3,False
280,1516,Autobiographer,2011-02-23T17:57:40.517,3,False
281,498,Autobiographer,2011-02-23T23:43:16.040,3,False
282,1080,Autobiographer,2011-02-24T15:53:16.997,3,False
283,1080,Student,2011-02-25T01:48:18.210,3,False
284,1080,Editor,2011-02-25T14:58:34.080,3,False
285,618,Enthusiast,2011-02-26T15:48:40.377,2,False
286,953,Organizer,2011-02-27T08:33:11.520,3,False
287,464,Autobiographer,2011-02-27T13:58:24.983,3,False
288,172,Autobiographer,2011-02-27T14:08:25.210,3,False
289,236,Autobiographer,2011-02-27T14:08:25.210,3,False
290,1206,Autobiographer,2011-02-27T14:08:25.227,3,False
291,582,Autobiographer,2011-02-27T19:18:25.037,3,False
292,416,Autobiographer,2011-02-28T02:08:25.050,3,False
293,828,Autobiographer,2011-02-28T08:28:25.123,3,False
294,558,Autobiographer,2011-03-01T22:14:18.020,3,False
295,1574,Autobiographer,2011-03-02T00:29:18.123,3,False
296,1558,Supporter,2011-03-02T01:19:18.407,3,False
297,191,Supporter,2011-03-03T22:16:06.697,3,False
298,485,Nice Answer,2011-03-03T22:16:06.803,3,False
299,485,Enlightened,2011-03-04T00:41:24.307,2,False
300,56,Nice Question,2011-03-06T19:17:58.520,3,False
301,1676,Autobiographer,2011-03-09T13:30:35.087,3,False
302,352,Autobiographer,2011-03-09T14:00:34.927,3,False
303,618,Teacher,2011-03-09T20:20:35.197,3,False
304,56,Editor,2011-03-10T04:10:27.827,3,False
305,143,Teacher,2011-03-11T17:51:40.357,3,False
306,352,Teacher,2011-03-15T00:00:14.587,3,False
307,1719,Autobiographer,2011-03-15T15:05:50.380,3,False
308,655,Autobiographer,2011-03-15T15:15:50.967,3,False
309,1595,Supporter,2011-03-15T18:55:51.087,3,False
310,1595,Autobiographer,2011-03-15T18:55:51.133,3,False
311,1560,Autobiographer,2011-03-16T22:11:25.157,3,False
312,1734,Supporter,2011-03-17T15:27:01.563,3,False
313,1734,Autobiographer,2011-03-17T15:27:01.580,3,False
314,1386,Autobiographer,2011-03-17T16:32:01.007,3,False
315,369,Supporter,2011-03-17T16:37:01.047,3,False
316,1590,Autobiographer,2011-03-17T17:07:01.230,3,False
317,217,Nice Answer,2011-03-18T09:17:26.560,3,False
318,1778,Autobiographer,2011-03-20T17:32:44.273,3,False
319,411,Fanatic,2011-03-24T01:50:27.677,1,False
320,1858,Supporter,2011-03-25T14:31:06.583,3,False
321,1858,Autobiographer,2011-03-25T14:31:06.597,3,False
322,1863,Supporter,2011-03-25T17:56:07.780,3,False
323,971,Editor,2011-03-28T04:11:27.677,3,False
324,464,Enthusiast,2011-03-28T04:41:28.040,2,False
325,1778,Student,2011-03-28T15:51:27.863,3,False
326,1498,Autobiographer,2011-03-30T13:21:56.523,3,False
327,771,Autobiographer,2011-03-31T16:04:50.527,3,False
328,671,Supporter,2011-04-02T20:34:12.603,3,False
329,1369,Supporter,2011-04-05T18:01:07.850,3,False
330,2010,Autobiographer,2011-04-10T00:46:33.160,3,False
331,2010,Teacher,2011-04-10T01:11:33.033,3,False
332,2023,Autobiographer,2011-04-11T08:06:47.183,3,False
333,665,Teacher,2011-04-11T12:01:47.093,3,False
334,56,Commentator,2011-04-12T00:26:47.440,3,False
335,2039,Supporter,2011-04-12T13:56:54.107,3,False
336,2039,Autobiographer,2011-04-12T13:56:54.123,3,False
337,1979,Autobiographer,2011-04-12T14:41:54.100,3,False
338,2043,Autobiographer,2011-04-12T16:26:54.373,3,False
339,2023,Supporter,2011-04-12T22:31:54.747,3,False
340,2075,Supporter,2011-04-15T00:37:07.063,3,False
341,2078,Autobiographer,2011-04-15T06:32:07.477,3,False
342,2075,Student,2011-04-15T07:52:07.763,3,False
343,1975,Autobiographer,2011-04-15T20:57:07.340,3,False
344,1194,Autobiographer,2011-04-17T05:17:09.420,3,False
345,23,Supporter,2011-04-17T15:02:36.090,3,False
346,23,Critic,2011-04-17T15:02:36.103,3,False
347,56,Nice Answer,2011-04-17T15:02:37.023,3,False
348,1849,Autobiographer,2011-04-17T20:57:36.160,3,False
349,1634,Autobiographer,2011-04-18T13:27:36.093,3,False
350,2075,Scholar,2011-04-18T23:27:39.107,3,False
351,143,Nice Answer,2011-04-18T23:27:39.403,3,False
352,1436,Autobiographer,2011-04-19T01:37:41.160,3,False
353,2131,Supporter,2011-04-19T23:17:41.267,3,False
354,2131,Editor,2011-04-20T20:52:51.063,3,False
355,1436,Supporter,2011-04-21T00:27:51.717,3,False
357,344,Autobiographer,2011-04-21T13:17:51.047,3,False
359,2023,Student,2011-04-21T16:12:51.110,3,False
360,2010,Supporter,2011-04-21T16:52:53.713,3,False
361,2023,Scholar,2011-04-21T18:08:05.727,3,False
362,2131,Student,2011-04-21T20:28:11.457,3,False
364,971,Critic,2011-04-23T05:28:28.357,3,False
365,971,Commentator,2011-04-23T05:43:28.180,3,False
366,2202,Supporter,2011-04-25T02:43:29.393,3,False
367,860,Supporter,2011-04-25T08:18:29.443,3,False
368,1051,Nice Answer,2011-04-25T08:23:29.657,3,False
372,62,Supporter,2011-04-28T16:28:52.077,3,False
373,76,Organizer,2011-04-28T17:33:52.120,3,False
374,2275,Autobiographer,2011-04-30T06:53:58.107,3,False
375,2023,Critic,2011-05-01T10:59:05.043,3,False
376,217,Editor,2011-05-02T20:09:08.707,3,False
377,2308,Autobiographer,2011-05-03T00:09:08.503,3,False
378,1924,Supporter,2011-05-04T13:34:20.467,3,False
379,2328,Supporter,2011-05-04T18:44:20.107,3,False
380,2328,Autobiographer,2011-05-04T18:44:20.153,3,False
381,74,Supporter,2011-05-04T19:09:20.717,3,False
382,288,Autobiographer,2011-05-05T09:22:04.773,3,False
383,1337,Supporter,2011-05-05T13:37:04.977,3,False
384,1337,Autobiographer,2011-05-05T13:37:05.010,3,False
385,828,Supporter,2011-05-05T15:47:05.877,3,False
386,2023,Nice Question,2011-05-05T15:47:06.470,3,False
387,2023,Editor,2011-05-05T16:27:06.577,3,False
388,1337,Teacher,2011-05-05T23:32:05.957,3,False
389,1645,Autobiographer,2011-05-08T15:33:04.340,3,False
390,1677,Autobiographer,2011-05-09T08:43:26.870,3,False
391,2210,Autobiographer,2011-05-10T13:48:29.967,3,False
392,2299,Supporter,2011-05-10T15:53:30.143,3,False
393,2410,Supporter,2011-05-11T16:24:07.547,3,False
394,28,Student,2011-05-12T17:26:42.277,3,False
395,28,Scholar,2011-05-12T17:46:42.540,3,False
396,943,Teacher,2011-05-12T18:21:42.257,3,False
397,1677,Enthusiast,2011-05-13T01:36:43.280,2,False
398,2210,Supporter,2011-05-16T07:07:13.400,3,False
399,2512,Autobiographer,2011-05-18T11:57:45.693,3,False
400,2493,Autobiographer,2011-05-18T14:22:48.357,3,False
401,2543,Autobiographer,2011-05-20T13:43:30.070,3,False
402,2562,Autobiographer,2011-05-21T22:33:48.187,3,False
403,665,Nice Question,2011-05-22T09:43:53.533,3,False
404,665,Scholar,2011-05-22T10:23:53.760,3,False
405,2633,Supporter,2011-05-27T22:28:52.900,3,False
406,2633,Autobiographer,2011-05-27T22:28:52.963,3,False
407,1688,Autobiographer,2011-05-28T12:49:25.697,3,False
408,1412,Autobiographer,2011-05-31T19:43:27.590,3,False
409,163,Suffrage,2011-06-02T22:56:10.867,3,False
410,2742,Supporter,2011-06-06T21:03:52.013,3,False
411,2562,Supporter,2011-06-06T23:14:07.433,3,False
412,2742,Editor,2011-06-06T23:54:14.163,3,False
413,836,Teacher,2011-06-07T00:44:18.323,3,False
414,2742,Teacher,2011-06-07T01:29:31.253,3,False
415,836,Supporter,2011-06-07T01:29:31.330,3,False
417,2678,Autobiographer,2011-06-08T01:59:48.610,3,False
418,108,Enthusiast,2011-06-08T05:55:34.893,2,False
419,485,Nice Question,2011-06-08T13:41:11.100,3,False
420,2706,Autobiographer,2011-06-08T18:01:15.040,3,False
421,2796,Autobiographer,2011-06-09T09:11:17.947,3,False
422,2801,Supporter,2011-06-09T21:37:48.313,3,False
423,2678,Supporter,2011-06-10T04:22:46.620,3,False
424,2678,Student,2011-06-10T23:53:24.617,3,False
426,2666,Supporter,2011-06-12T14:57:09.693,3,False
427,2666,Critic,2011-06-12T14:57:09.723,3,False
428,2398,Autobiographer,2011-06-13T00:37:13.530,3,False
429,2666,Student,2011-06-13T06:52:14.337,3,False
430,1080,Supporter,2011-06-13T14:37:18.713,3,False
431,45,Nice Question,2011-06-13T23:53:50.180,3,False
432,655,Supporter,2011-06-14T11:08:52.367,3,False
433,2796,Supporter,2011-06-14T14:18:53.613,3,False
434,2857,Autobiographer,2011-06-14T15:13:54.450,3,False
435,2842,Critic,2011-06-16T13:38:08.947,3,False
436,2030,Autobiographer,2011-06-17T15:38:59.267,3,False
437,2796,Scholar,2011-06-18T19:19:52.223,3,False
438,2796,Student,2011-06-19T17:30:18.527,3,False
439,2678,Teacher,2011-06-20T04:31:25.580,3,False
440,2842,Supporter,2011-06-20T12:16:29.547,3,False
441,997,Supporter,2011-06-21T13:53:45.403,3,False
442,508,Autobiographer,2011-06-21T20:28:47.497,3,False
443,1557,Supporter,2011-06-22T17:53:59.903,3,False
444,1557,Autobiographer,2011-06-22T17:53:59.937,3,False
445,2737,Supporter,2011-06-23T01:34:02.463,3,False
446,3030,Supporter,2011-06-23T05:21:07.853,3,False
447,3030,Autobiographer,2011-06-23T05:21:07.870,3,False
448,3053,Supporter,2011-06-23T16:01:20.030,3,False
449,3053,Autobiographer,2011-06-23T16:01:20.063,3,False
451,2879,Autobiographer,2011-06-24T14:22:01.113,3,False
452,2630,Autobiographer,2011-06-24T20:32:16.187,3,False
453,1844,Autobiographer,2011-06-24T21:27:16.560,3,False
454,2914,Autobiographer,2011-06-25T00:47:15.937,3,False
457,3096,Autobiographer,2011-06-25T17:07:20.740,3,False
458,3097,Autobiographer,2011-06-25T18:12:20.803,3,False
459,3051,Autobiographer,2011-06-25T19:17:20.173,3,False
460,3099,Autobiographer,2011-06-25T19:37:20.067,3,False
461,3099,Student,2011-06-25T20:07:21.160,3,False
462,3099,Supporter,2011-06-25T20:32:21.147,3,False
463,3099,Scholar,2011-06-25T20:32:21.240,3,False
464,453,Nice Answer,2011-06-26T05:42:33.243,3,False
465,453,Enlightened,2011-06-26T06:37:33.763,2,False
468,1719,Student,2011-06-28T08:33:05.257,3,False
469,1719,Supporter,2011-06-28T08:48:05.427,3,False
470,1719,Scholar,2011-06-28T08:48:05.443,3,False
471,1085,Autobiographer,2011-06-28T19:44:49.073,3,False
472,1085,Teacher,2011-06-29T07:45:26.470,3,False
473,943,Organizer,2011-06-29T21:00:34.227,3,False
474,1638,Supporter,2011-06-29T21:40:35.143,3,False
475,1638,Autobiographer,2011-06-29T21:40:35.173,3,False
476,414,Organizer,2011-06-29T22:00:35.203,3,False
477,1085,Supporter,2011-06-30T00:00:36.690,3,False
478,2848,Autobiographer,2011-06-30T01:25:36.463,3,False
479,56,Critic,2011-06-30T10:03:30.900,3,False
480,1574,Supporter,2011-06-30T10:08:31.100,3,False
481,3148,Autobiographer,2011-06-30T11:13:39.800,3,False
482,1574,Teacher,2011-06-30T12:33:39.637,3,False
484,2914,Supporter,2011-06-30T13:48:39.427,3,False
485,2548,Supporter,2011-06-30T15:18:38.600,3,False
486,1080,Teacher,2011-06-30T15:38:38.583,3,False
487,3156,Autobiographer,2011-06-30T15:43:38.537,3,False
488,3179,Supporter,2011-06-30T17:23:38.933,3,False
489,3119,Supporter,2011-06-30T17:58:38.617,3,False
490,414,Student,2011-06-30T18:18:38.490,3,False
491,2548,Teacher,2011-06-30T18:43:38.537,3,False
492,1574,Critic,2011-06-30T22:58:40.133,3,False
493,1574,Editor,2011-07-01T13:48:57.010,3,False
494,3004,Autobiographer,2011-07-01T15:34:11.183,3,False
495,1567,Supporter,2011-07-01T15:44:12.227,3,False
496,1567,Autobiographer,2011-07-01T15:44:12.257,3,False
497,600,Autobiographer,2011-07-01T16:24:21.240,3,False
498,2737,Teacher,2011-07-02T00:44:25.743,3,False
499,2486,Supporter,2011-07-03T13:56:12.287,3,False
500,2104,Supporter,2011-07-03T23:26:51.667,3,False
501,2104,Student,2011-07-04T06:01:56.460,3,False
502,2737,Student,2011-07-04T06:51:57.530,3,False
503,1351,Autobiographer,2011-07-04T11:26:57.530,3,False
504,485,Nice Question,2011-07-04T14:01:57.583,3,False
505,2234,Autobiographer,2011-07-04T15:11:58.380,3,False
506,2737,Editor,2011-07-04T16:16:58.357,3,False
507,2104,Teacher,2011-07-05T10:02:49.977,3,False
508,23,Peer Pressure,2011-07-05T16:32:50.503,3,False
509,2934,Autobiographer,2011-07-06T03:43:59.940,3,False
